long,lat,id,linea,estacion,numero_de_,destino_bo,lineas_de_,cierra_fin,escalera_p,escalera_m,ascensor,rampa,salvaescal,calle,altura,calle2,barrio,comuna,observacio,Objeto,dom_norma,dom_orig
-58.4218274047385,-34.6119314570416,62,A,CASTRO BARROS,2,a San Pedrito,,False,True,False,False,False,False,Rivadavia,3960,,Almagro,Comuna 5,Solo anden a San Pedrito,Boca de subte,RIVADAVIA AV. 3960,Rivadavia 3960
-58.4295579822952,-34.6151357374411,63,A,RIO DE JANEIRO,1,a Plaza de Mayo,,False,True,False,False,False,False,Rivadavia,4541,,Almagro,Comuna 5,Solo anden a Plaza de Mayo,Boca de subte,RIVADAVIA AV. 4541,Rivadavia 4541
-58.4292099563761,-34.6149813858401,64,A,RIO DE JANEIRO,3,a Plaza de Mayo,,False,True,False,False,False,False,Rivadavia,4503,,Almagro,Comuna 5,Solo anden a Plaza de Mayo,Boca de subte,RIVADAVIA AV. 4503,Rivadavia 4503
-58.4294686582769,-34.615327911877,65,A,RIO DE JANEIRO,2,a San Pedrito,,False,True,False,False,False,False,Rivadavia,4502,,Caballito,Comuna 6,Solo anden a San Pedrito,Boca de subte,RIVADAVIA AV. 4502,Rivadavia 4502
-58.4358863351696,-34.6179271671427,66,A,ACOYTE,3,a Plaza de Mayo,,False,True,False,False,False,False,Rivadavia,4965,,Caballito,Comuna 6,Solo anden a Plaza de Mayo,Boca de subte,RIVADAVIA AV. 4965,Rivadavia 4965
-58.435765551866,-34.6181046096987,67,A,ACOYTE,4,a San Pedrito,,False,True,False,False,False,False,Rivadavia,4976,,Caballito,Comuna 6,Solo anden a San Pedrito,Boca de subte,RIVADAVIA AV. 4976,Rivadavia 4976
-58.4361633943507,-34.6182944879009,68,A,ACOYTE,2,a San Pedrito,,False,False,True,False,False,False,Rivadavia,4994,,Caballito,Comuna 6,Solo anden a San Pedrito,Boca de subte,RIVADAVIA AV. 4994,Rivadavia 4994
-58.4362519178479,-34.6180971411152,69,A,ACOYTE,1,a Plaza de Mayo,,False,True,False,False,False,False,Rivadavia,4995,,Caballito,Comuna 6,Solo anden a Plaza de Mayo,Boca de subte,RIVADAVIA AV. 4995,Rivadavia 4995
-58.4358000871362,-34.6178936805195,70,A,ACOYTE,5,a Plaza de Mayo,,False,False,False,True,False,False,Rivadavia,4963,,Caballito,Comuna 6,Solo anden a Plaza de Mayo,Boca de subte,RIVADAVIA AV. 4963,Rivadavia 4963
-58.4356878693673,-34.618071043114,71,A,ACOYTE,6,a San Pedrito,,False,False,False,True,False,False,Rivadavia,4960,,Caballito,Comuna 6,Solo anden a San Pedrito,Boca de subte,RIVADAVIA AV. 4960,Rivadavia 4960
-58.4412926924192,-34.6203346387924,72,A,PRIMERA JUNTA,1,a Plaza de Mayo y San Pedrito,,True,True,False,False,False,False,Rivadavia,5391,,Caballito,Comuna 6,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 5391,Rivadavia 5391
-58.441251011513,-34.6206412065178,73,A,PRIMERA JUNTA,2,a Plaza de Mayo y San Pedrito,,False,True,True,False,False,False,Del Barco Centenera,13,,Caballito,Comuna 6,Vestíbulo intermedio,Boca de subte,BARCO CENTENERA DEL 13,Del Barco Centenera 13
-58.4410594633999,-34.6205822252942,74,A,PRIMERA JUNTA,4,a Plaza de Mayo y San Pedrito,,False,True,False,False,False,False,Del Barco Centenera,10,,Caballito,Comuna 6,Vestíbulo intermedio,Boca de subte,BARCO CENTENERA DEL 10,Del Barco Centenera 10
-58.4488111583103,-34.6237378115673,75,A,PUAN,2,a Plaza de Mayo y San Pedrito,,False,True,False,False,False,False,Rivadavia,5920,,Caballito,Comuna 6,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 5920,Rivadavia 5920
-58.448681921158,-34.6234101097669,76,A,PUAN,3,a Plaza de Mayo y San Pedrito,,False,True,False,False,False,False,Rivadavia,5927,,Caballito,Comuna 6,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 5927,Rivadavia 5927
-58.4483129860225,-34.6235436433722,77,A,PUAN,4,a Plaza de Mayo y San Pedrito,,False,False,True,False,False,False,Rivadavia,5898,,Caballito,Comuna 6,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 5898,Rivadavia 5898
-58.4488590281474,-34.6234898965915,78,A,PUAN,1,a Plaza de Mayo y San Pedrito,,False,False,False,True,False,False,Rivadavia,5943,,Caballito,Comuna 6,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 5943,Rivadavia 5943
-58.4563343642994,-34.6264185211763,79,A,CARABOBO,1,a Plaza de Mayo y San Pedrito,,False,True,False,False,False,False,Rivadavia,6375,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 6375,Rivadavia 6375
-58.4562391823567,-34.6266052062049,80,A,CARABOBO,2,a Plaza de Mayo y San Pedrito,,False,True,False,False,False,False,Rivadavia,6366,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 6366,Rivadavia 6366
-58.4558269618566,-34.626223840808,81,A,CARABOBO,3,a Plaza de Mayo y San Pedrito,,False,False,True,False,False,False,Rivadavia,6331,,Flores,Comuna 7,Salida unicamente,Boca de subte,RIVADAVIA AV. 6331,Rivadavia 6331
-58.4557193133628,-34.6264196262513,82,A,CARABOBO,6,a Plaza de Mayo y San Pedrito,,False,True,False,False,False,False,Rivadavia,6330,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 6330,Rivadavia 6330
-58.4560122761479,-34.626518499148,83,A,CARABOBO,4,a Plaza de Mayo y San Pedrito,,False,False,False,True,False,False,Rivadavia,6354,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 6354,Rivadavia 6354
-58.4637493547015,-34.628950414504,84,A,SAN JOSÉ DE FLORES,5,a Plaza de Mayo y San Pedrito,,False,False,False,True,False,False,Rivadavia,6989,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 6989,Rivadavia 6989
-58.4636428535881,-34.6292361269632,85,A,SAN JOSÉ DE FLORES,2,a Plaza de Mayo y San Pedrito,,False,True,False,False,False,False,Rivadavia,6970,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 6970,Rivadavia 6970
-58.4630853499441,-34.6290796221347,86,A,SAN JOSÉ DE FLORES,4,Salida unicamente,,False,False,True,False,False,False,Rivadavia,6928,,Flores,Comuna 7,Salida unicamente,Boca de subte,RIVADAVIA AV. 6928,Rivadavia 6928
-58.4636001898101,-34.6288669849902,87,A,SAN JOSÉ DE FLORES,3,a Plaza de Mayo y San Pedrito,,False,True,False,False,False,False,Rivadavia,6969,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 6969,Rivadavia 6969
-58.4633056670088,-34.6287883973292,88,A,SAN JOSÉ DE FLORES,7,a Plaza de Mayo y San Pedrito,,False,True,False,False,False,False,Rivadavia,6939,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 6939,Rivadavia 6939
-58.4638644814903,-34.6289790341963,89,A,SAN JOSÉ DE FLORES,1,Salida unicamente,,False,False,True,False,False,False,Rivadavia,6989,,Flores,Comuna 7,Salida unicamente,Boca de subte,RIVADAVIA AV. 6989,Rivadavia 6989
-58.4707435498461,-34.6308168874437,90,A,SAN PEDRITO,1,a Plaza de Mayo,,False,True,False,False,False,False,Rivadavia,7469,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 7469,Rivadavia 7469
-58.4708797007541,-34.6312336082877,91,A,SAN PEDRITO,2,a Plaza de Mayo,,False,True,False,False,False,False,Rivadavia,7490,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 7490,Rivadavia 7490
-58.4702255044235,-34.6306758025653,92,A,SAN PEDRITO,5,Salida unicamente,,False,False,True,False,False,False,Rivadavia,7431,,Flores,Comuna 7,Salida unicamente,Boca de subte,RIVADAVIA AV. 7431,Rivadavia 7431
-58.4701707930652,-34.6310405450173,93,A,SAN PEDRITO,4,a Plaza de Mayo,,False,True,False,False,False,False,Rivadavia,7438,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 7438,Rivadavia 7438
-58.4704051151462,-34.630730815603,94,A,SAN PEDRITO,3,a Plaza de Mayo,,False,False,False,True,False,False,Rivadavia,7441,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 7441,Rivadavia 7441
-58.3700077836111,-34.6031675749927,95,B,LEANDRO N. ALEM,2,a J. M. de Rosas,,False,True,False,False,False,False,L.N. Alem,383,,San Nicolas,Comuna 1,Anden central,Boca de subte,"ALEM, LEANDRO N. AV. 383",L.N. Alem 153
-58.3696187298653,-34.603049961945,96,B,LEANDRO N. ALEM,4,a J. M. de Rosas,,False,True,False,False,False,False,Corrientes,146,,San Nicolas,Comuna 1,Anden central,Boca de subte,CORRIENTES AV. 146,Corrientes 146
-58.370058297045,-34.6027616739694,97,B,LEANDRO N. ALEM,3,a J. M. de Rosas,,False,True,False,False,False,False,L.N. Alem,421,,San Nicolas,Comuna 1,Anden central,Boca de subte,"ALEM, LEANDRO N. AV. 421",L.N. Alem 183
-58.3696482155039,-34.6028685631829,98,B,LEANDRO N. ALEM,5,a J. M. de Rosas,,False,False,True,False,False,False,Corrientes,161,,San Nicolas,Comuna 1,Salida unicamente,Boca de subte,CORRIENTES AV. 161,Corrientes 161
-58.3748800214455,-34.603207053335,99,B,FLORIDA,1,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,587,,San Nicolas,Comuna 1,Anden central,Boca de subte,CORRIENTES AV. 587,Corrientes 587
-58.3748641626646,-34.603402107237,100,B,FLORIDA,2,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,590,,San Nicolas,Comuna 1,Anden central,Boca de subte,CORRIENTES AV. 590,Corrientes 590
-58.3744251824366,-34.6031725396929,101,B,FLORIDA,3,a L. N. Alem y J. M. de Rosas,,True,True,False,False,False,False,Corrientes,535,,San Nicolas,Comuna 1,Anden central,Boca de subte,CORRIENTES AV. 535,Corrientes 535
-58.3808519244973,-34.6039392216724,103,B,C. PELLEGRINI,4,a L. N. Alem y J. M. de Rosas,C-D,False,True,False,False,False,False,Pellegrini,385,,San Nicolas,Comuna 1,Anden central,Boca de subte,"PELLEGRINI, CARLOS 385",Pellegrini 385
-58.3808886461264,-34.6034442794286,104,B,C. PELLEGRINI,1,a L. N. Alem y J. M. de Rosas,C-D,False,True,False,False,False,False,Pellegrini,423,,San Nicolas,Comuna 1,Anden central,Boca de subte,"PELLEGRINI, CARLOS 423",Pellegrini 423
-58.38086168317,-34.6038417980938,105,B,C. PELLEGRINI,2,a L. N. Alem y J. M. de Rosas,C-D,False,True,False,False,False,False,Pellegrini,385,,San Nicolas,Comuna 1,Anden central,Boca de subte,"PELLEGRINI, CARLOS 385",Pellegrini 385
-58.3872990595833,-34.6039539622429,106,B,URUGUAY,1,Salida unicamente,,False,False,True,False,False,False,Corrientes,1463,,San Nicolas,Comuna 1,Salida unicamente,Boca de subte,CORRIENTES AV. 1463,Corrientes 1463
-58.3873083123235,-34.604153476957,107,B,URUGUAY,2,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,1450,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1450,Corrientes 1450
-58.386991389685,-34.6039229467794,108,B,URUGUAY,5,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,1437,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1437,Corrientes 1437
-58.3869298258085,-34.6041224814524,109,B,URUGUAY,4,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,1428,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1428,Corrientes 1428
-58.386340589827,-34.603881089018,110,B,URUGUAY,9,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,1393,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1393,Corrientes 1393
-58.3867199383647,-34.603746205902,111,B,URUGUAY,7,a L. N. Alem y J. M. de Rosas,,False,False,False,True,False,False,Uruguay,410,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,URUGUAY AV. 410,Uruguay 410
-58.392879484858,-34.6043523143446,112,B,CALLAO - MAESTRO ALFREDO BRAVO,1,Salida unicamente,,False,False,True,False,False,False,Corrientes,1833,,Balvanera,Comuna 3,Salida unicamente,Boca de subte,CORRIENTES AV. 1833,Corrientes 1833
-58.3929000486622,-34.6045348997893,113,B,CALLAO - MAESTRO ALFREDO BRAVO,2,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,1832,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1832,Corrientes 1832
-58.3925234426581,-34.6045299718815,114,B,CALLAO - MAESTRO ALFREDO BRAVO,4,a L. N. Alem y J. M. de Rosas,,False,True,False,False,False,False,Corrientes,1814,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1814,Corrientes 1814
